NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1314 Entries & Exits,1213 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
1478,NLT,Northolt Park,London,Greater London,Ealing,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station," 28,135 "," 28,754 "," 38,820 "," 95,709 "," 28,135 "," 28,754 "," 38,820 "," 95,709 "," 191,418 "," 187,810 ", -   ,0,0,,
6971,NUM,Northumberland Park,London,Greater London,Haringey,UKI1,Inner London,Abellio Greater Anglia,,,London Travelcard Area Station," 23,584 "," 57,445 "," 179,308 "," 260,337 "," 23,584 "," 57,445 "," 179,308 "," 260,337 "," 520,674 "," 415,526 ", -   ,1,0,Continues strong growth from previous year. Part of a wider pattern of high growth across Lea Valley Lines,
2326,NWI,Northwich,North West,Cheshire,Vale Royal,UKD2,Cheshire,Northern Rail,,,," 39,003 "," 48,189 "," 16,467 "," 103,659 "," 39,003 "," 48,189 "," 16,467 "," 103,659 "," 207,318 "," 204,146 ", -   ,0,0,,
7309,NRW,Norwich,East,Norfolk,Norwich,UKH1,East Anglia,Abellio Greater Anglia,,,," 394,623 "," 1,382,081 "," 293,207 "," 2,069,910 "," 394,623 "," 1,382,081 "," 293,207 "," 2,069,910 "," 4,139,820 "," 4,126,012 "," 483,367 ",0,0,,
5376,NWD,Norwood Junction,London,Greater London,Croydon,UKI2,Outer London,London Overground,,,London Travelcard Area Station," 350,506 "," 607,897 "," 920,658 "," 1,879,061 "," 350,506 "," 607,897 "," 920,658 "," 1,879,061 "," 3,758,122 "," 3,544,748 "," 1,206,371 ",0,0,,
1826,NOT,Nottingham,East Midlands,Nottingham,Nottingham,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 806,638 "," 1,784,389 "," 461,815 "," 3,052,842 "," 806,638 "," 1,784,389 "," 461,815 "," 3,052,842 "," 6,105,684 "," 6,450,702 "," 381,424 ",0,0,Train station was partially closed for five weeks in summer 2013,
1077,NUN,Nuneaton,West Midlands,Warwickshire,Nuneaton And Bedworth,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 195,958 "," 230,093 "," 134,225 "," 560,276 "," 195,958 "," 230,093 "," 134,225 "," 560,276 "," 1,120,552 "," 1,040,998 "," 562,930 ",0,0,,
5068,NHD,Nunhead,London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 116,486 "," 128,643 "," 372,433 "," 617,562 "," 116,486 "," 128,643 "," 372,433 "," 617,562 "," 1,235,124 "," 1,082,502 ", -   ,1,0,Reasons for strong growth unclear - could be at least partially linked to to the Surrey Quays to Clapham Junction London Overground extension which passengers at this station can benefit from by interchanging at Peckham Rye,
7946,NNT,Nunthorpe,North East,Redcar And Cleveland,Redcar And Cleveland,UKC1,Tees Valley and Durham,Northern Rail,,,," 9,822 "," 1,342 ", 938 ," 12,102 "," 9,822 "," 1,342 ", 938 ," 12,102 "," 24,203 "," 22,600 ", -   ,0,0,,
5262,NUT,Nutbourne,South East,West Sussex,Chichester,UKJ2,"Surrey, East & West Sussex",Southern,,,," 8,391 "," 11,555 "," 19,640 "," 39,586 "," 8,391 "," 11,555 "," 19,640 "," 39,586 "," 79,172 "," 68,704 ", -   ,1,0,Continues high growth from previous year,
5476,NUF,Nutfield,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,," 11,582 "," 14,901 "," 30,968 "," 57,451 "," 11,582 "," 14,901 "," 30,968 "," 57,451 "," 114,902 "," 117,220 ", -   ,0,0,,
4689,OKN,Oakengates,West Midlands,Telford And Wrekin,Telford And Wrekin,UKG2,Shropshire and Staffordshire,London Midland Trains,,,," 7,486 "," 13,594 "," 6,230 "," 27,310 "," 7,486 "," 13,594 "," 6,230 "," 27,310 "," 54,620 "," 53,154 ", -   ,0,0,,
1904,OKM,Oakham,East Midlands,Rutland,Rutland,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,," 29,405 "," 53,147 "," 18,807 "," 101,359 "," 29,405 "," 53,147 "," 18,807 "," 101,359 "," 202,718 "," 203,668 "," 3,658 ",0,0,,
6020,OKL,Oakleigh Park,London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 120,727 "," 96,228 "," 277,803 "," 494,758 "," 120,727 "," 96,228 "," 277,803 "," 494,758 "," 989,516 "," 972,080 ", -   ,0,0,,
8725,OBN,Oban,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,," 29,490 "," 35,166 ", -   ," 64,656 "," 29,490 "," 35,166 ", -   ," 64,656 "," 129,311 "," 122,568 ", -   ,0,0,,
7451,OCK,Ockendon,East,Thurrock,Thurrock,UKH3,Essex,c2c,,,," 141,895 "," 116,101 "," 88,030 "," 346,026 "," 141,895 "," 116,101 "," 88,030 "," 346,026 "," 692,052 "," 677,570 ", -   ,0,0,,
5310,OLY,Ockley,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,," 5,941 "," 4,453 "," 11,322 "," 21,716 "," 5,941 "," 4,453 "," 11,322 "," 21,716 "," 43,432 "," 45,430 ", -   ,0,0,,
5786,OKE,Okehampton,South West,Devon,West Devon,UKK4,Devon,First Great Western,,,, -   ," 1,604 ", -   ," 1,604 ", -   ," 1,604 ", -   ," 1,604 "," 3,208 "," 3,438 ", -   ,0,0,,
4641,OHL,Old Hill,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,," 22,758 "," 28,642 "," 38,347 "," 89,747 "," 22,758 "," 28,642 "," 38,347 "," 89,747 "," 179,494 "," 165,406 ", -   ,0,0,,
2258,ORN,Old Roan,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 87,726 "," 227,779 "," 116,772 "," 432,277 "," 87,726 "," 227,779 "," 116,772 "," 432,277 "," 864,554 "," 748,070 ", -   ,1,0,Improved PTE Infill,
6003,OLD,Old Street,London,Greater London,Hackney,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station," 209,410 "," 214,534 "," 304,016 "," 727,960 "," 209,410 "," 214,534 "," 304,016 "," 727,960 "," 1,455,920 "," 1,396,260 ", -   ,0,0,,
3219,OLF,Oldfield Park,South West,Bath And North East Somerset,Bath And North East Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 61,021 "," 35,636 "," 56,335 "," 152,992 "," 61,021 "," 35,636 "," 56,335 "," 152,992 "," 305,984 "," 281,622 ", -   ,0,0,,
4533,OLT,Olton,West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,," 53,865 "," 71,499 "," 80,888 "," 206,252 "," 53,865 "," 71,499 "," 80,888 "," 206,252 "," 412,504 "," 381,112 ", -   ,0,0,,
5021,ORE,Ore,South East,East Sussex,Hastings,UKJ2,"Surrey, East & West Sussex",Southern,,,," 13,053 "," 15,593 "," 47,296 "," 75,942 "," 13,053 "," 15,593 "," 47,296 "," 75,942 "," 151,884 "," 130,782 ", -   ,1,0,Reason for increase unclear,
2281,OMS,Ormskirk,North West,Lancashire,West Lancashire,UKD4,Lancashire,Merseyrail,,,," 220,385 "," 484,099 "," 324,818 "," 1,029,302 "," 220,385 "," 484,099 "," 324,818 "," 1,029,302 "," 2,058,604 "," 727,620 "," 57,221 ",1,0,Improved PTE Infill,
5122,ORP,Orpington,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 439,948 "," 890,178 "," 1,470,428 "," 2,800,554 "," 439,948 "," 890,178 "," 1,470,428 "," 2,800,554 "," 5,601,108 "," 5,238,978 "," 890,263 ",0,0,,
2259,ORR,Orrell,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 16,005 "," 27,267 "," 12,846 "," 56,118 "," 16,005 "," 27,267 "," 12,846 "," 56,118 "," 112,236 "," 116,540 ", -   ,0,0,,
2247,OPK,Orrell Park,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,," 168,317 "," 143,067 "," 204,182 "," 515,566 "," 168,317 "," 143,067 "," 204,182 "," 515,566 "," 1,031,132 "," 1,088,622 ", -   ,0,0,,
5071,OTF,Otford,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,," 37,919 "," 69,169 "," 76,774 "," 183,862 "," 37,919 "," 69,169 "," 76,774 "," 183,862 "," 367,724 "," 367,646 "," 39,390 ",0,0,,
7273,OUN,Oulton Broad North,East,Suffolk,Waveney,UKH1,East Anglia,Abellio Greater Anglia,,,," 16,997 "," 33,409 "," 11,778 "," 62,184 "," 16,997 "," 33,409 "," 11,778 "," 62,184 "," 124,368 "," 126,064 ", -   ,0,0,,
7274,OUS,Oulton Broad South,East,Suffolk,Waveney,UKH1,East Anglia,Abellio Greater Anglia,,,," 6,830 "," 11,768 "," 2,844 "," 21,442 "," 6,830 "," 11,768 "," 2,844 "," 21,442 "," 42,884 "," 28,030 ", -   ,1,0,Likely to reflect demand impact of improved timetable introduced on the East Suffolk line in December 2012,http://en.wikipedia.org/wiki/East_Suffolk_Line
8309,OUT,Outwood,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 66,414 "," 45,459 "," 62,522 "," 174,395 "," 66,414 "," 45,459 "," 62,522 "," 174,395 "," 348,790 "," 326,082 ", -   ,0,0,,
2157,OVE,Overpool,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,,," 40,411 "," 22,734 "," 8,498 "," 71,643 "," 40,411 "," 22,734 "," 8,498 "," 71,643 "," 143,286 "," 99,600 ", -   ,1,0,Improved PTE Infill,
5526,OVR,Overton,South East,Hampshire,Basingstoke And Deane,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 16,104 "," 20,023 "," 57,364 "," 93,491 "," 16,104 "," 20,023 "," 57,364 "," 93,491 "," 186,982 "," 176,938 ", -   ,0,0,,
2090,OXN,Oxenholme Lake District,North West,Cumbria,South Lakeland,UKD1,Cumbria,Virgin Trains (West Coast),,,," 38,278 "," 171,615 "," 8,184 "," 218,077 "," 38,278 "," 171,615 "," 8,184 "," 218,077 "," 436,154 "," 421,422 "," 227,256 ",0,0,,
3115,OXF,Oxford,South East,Oxfordshire,Oxford,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 435,382 "," 1,995,677 "," 821,488 "," 3,252,547 "," 435,382 "," 1,995,677 "," 821,488 "," 3,252,547 "," 6,505,093 "," 6,309,582 "," 251,679 ",0,0,,
5602,OXS,Oxshott,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 63,158 "," 64,351 "," 117,752 "," 245,261 "," 63,158 "," 64,351 "," 117,752 "," 245,261 "," 490,522 "," 471,084 ", -   ,0,0,,
5377,OXT,Oxted,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,," 108,416 "," 223,672 "," 514,369 "," 846,457 "," 108,416 "," 223,672 "," 514,369 "," 846,457 "," 1,692,913 "," 1,579,908 ", -   ,0,0,,
3087,PAD,Paddington,London,Greater London,Westminster,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station," 2,757,577 "," 8,808,112 "," 5,981,125 "," 17,546,814 "," 2,757,577 "," 8,808,112 "," 5,981,125 "," 17,546,814 "," 35,093,628 "," 34,143,220 "," 2,714,304 ",0,0,,
5224,PDW,Paddock Wood,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southeastern,,,," 95,416 "," 166,871 "," 289,486 "," 551,773 "," 95,416 "," 166,871 "," 289,486 "," 551,773 "," 1,103,546 "," 1,129,994 "," 94,019 ",0,0,,
2387,PDG,Padgate,North West,Warrington,Warrington,UKD2,Cheshire,Northern Rail,,,," 23,634 "," 13,367 "," 16,582 "," 53,583 "," 23,634 "," 13,367 "," 16,582 "," 53,583 "," 107,166 "," 94,002 ", -   ,1,0,Reason for increase unclear,
3427,PGN,Paignton,South West,Torbay,Torbay,UKK4,Devon,First Great Western,,,," 26,114 "," 225,307 "," 32,299 "," 283,720 "," 26,114 "," 225,307 "," 32,299 "," 283,720 "," 567,440 "," 571,558 ", -   ,0,0,,
9657,PCN,Paisley Canal,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 33,328 "," 49,331 "," 87,628 "," 170,287 "," 33,328 "," 49,331 "," 87,628 "," 170,287 "," 340,574 "," 218,480 ", -   ,1,0,Improved PTE Infill,
9683,PYG,Paisley Gilmour Street,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 462,852 "," 605,070 "," 909,338 "," 1,977,259 "," 462,852 "," 605,070 "," 909,338 "," 1,977,259 "," 3,954,518 "," 3,745,156 "," 108,352 ",0,0,,
9664,PYJ,Paisley St.James,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 8,637 "," 11,706 "," 8,132 "," 28,475 "," 8,637 "," 11,706 "," 8,132 "," 28,475 "," 56,950 "," 54,208 ", -   ,0,0,,
6021,PAL,Palmers Green,London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 168,118 "," 187,776 "," 505,865 "," 861,759 "," 168,118 "," 187,776 "," 505,865 "," 861,759 "," 1,723,518 "," 1,679,652 ", -   ,0,0,,
3036,PAN,Pangbourne,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 41,502 "," 72,084 "," 98,431 "," 212,017 "," 41,502 "," 72,084 "," 98,431 "," 212,017 "," 424,034 "," 409,412 ", -   ,0,0,,
8479,PNL,Pannal,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,," 29,580 "," 24,057 "," 16,210 "," 69,847 "," 29,580 "," 24,057 "," 16,210 "," 69,847 "," 139,693 "," 130,258 ", -   ,0,0,,
4250,PTF,Pantyffynnon,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 1,145 "," 1,156 ", 88 ," 2,389 "," 1,145 "," 1,156 ", 88 ," 2,389 "," 4,778 "," 4,388 ", -   ,0,0,,
3524,PAR,Par,South West,Cornwall And Isles Of Scilly,Restormel,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 7,856 "," 63,551 "," 23,859 "," 95,266 "," 7,856 "," 63,551 "," 23,859 "," 95,266 "," 190,532 "," 193,818 "," 77,390 ",0,0,,
2402,PBL,Parbold,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,," 12,390 "," 29,580 "," 12,925 "," 54,895 "," 12,390 "," 29,580 "," 12,925 "," 54,895 "," 109,790 "," 111,864 ", -   ,0,0,,
1561,PKT,Park Street,East,Hertfordshire,St. Albans,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,," 5,037 "," 3,882 "," 6,948 "," 15,867 "," 5,037 "," 3,882 "," 6,948 "," 15,867 "," 31,734 "," 35,618 ", -   ,1,0,"With the exception of St Albans Abbey, the stations on the Abbey Line decreased between 2012-13 and 2013-14 by at least 6.9%",
5882,PKS,Parkstone,South West,Poole,Poole,UKK2,Dorset and Somerset,South West Trains,,,," 34,555 "," 47,859 "," 30,531 "," 112,945 "," 34,555 "," 47,859 "," 30,531 "," 112,945 "," 225,890 "," 204,614 ", -   ,1,0,Reason for increase unclear,
3246,PSN,Parson Street,South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 20,796 "," 17,430 "," 13,101 "," 51,327 "," 20,796 "," 17,430 "," 13,101 "," 51,327 "," 102,654 "," 87,932 ", -   ,1,0,Continues high growth from previous year,
9917,PTK,Partick,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 347,808 "," 492,681 "," 496,668 "," 1,337,156 "," 347,808 "," 492,681 "," 496,668 "," 1,337,156 "," 2,674,312 "," 2,590,924 "," 435,365 ",0,0,,
2032,PRN,Parton,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,," 1,737 ", 501 , 736 ," 2,974 "," 1,737 ", 501 , 736 ," 2,974 "," 5,948 "," 6,366 ", -   ,0,0,,
3213,PWY,Patchway,South West,South Gloucestershire,South Gloucestershire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 23,432 "," 6,391 "," 15,379 "," 45,202 "," 23,432 "," 6,391 "," 15,379 "," 45,202 "," 90,404 "," 82,198 ", -   ,0,0,High growth trend,
2916,PAT,Patricroft,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 4,787 "," 10,751 "," 6,388 "," 21,926 "," 4,787 "," 10,751 "," 6,388 "," 21,926 "," 43,852 "," 42,946 ", -   ,0,0,,
9775,PTT,Patterton,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 40,316 "," 47,219 "," 111,236 "," 198,771 "," 40,316 "," 47,219 "," 111,236 "," 198,771 "," 397,542 "," 416,236 ", -   ,0,0,,
1687,PEA,Peartree,East Midlands,Derby,Derby,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 1,414 ", 73 , 590 ," 2,077 "," 1,414 ", 73 , 590 ," 2,077 "," 4,154 "," 3,234 ", -   ,0,1,Continues strong growth from previous year,
5423,PMR,Peckham Rye,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station," 551,137 "," 857,198 "," 924,458 "," 2,332,793 "," 551,137 "," 857,198 "," 924,458 "," 2,332,793 "," 4,665,586 "," 3,670,114 "," 2,754,590 ",1,0,Increase associated with introduction of London Overground services between Clapham Junction and Surrey Quays in December 2012,
7685,PEG,Pegswood,North East,Northumberland,Castle Morpeth,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,, 343 , 10 , 230 , 583 , 343 , 10 , 230 , 583 ," 1,166 "," 1,650 ", -   ,0,1,"Very small station (<2,500 entries and exits p.a.)","Very small station (<2,500 entries and exits p.a.)"
2403,PEM,Pemberton,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 8,132 "," 18,635 "," 8,128 "," 34,895 "," 8,132 "," 18,635 "," 8,128 "," 34,895 "," 69,790 "," 70,346 ", -   ,0,0,,
4140,PBY,Pembrey & Burry Port,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 30,114 "," 14,416 "," 20,990 "," 65,520 "," 30,114 "," 14,416 "," 20,990 "," 65,520 "," 131,040 "," 133,676 ", -   ,0,0,,
4101,PMB,Pembroke,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 9,690 "," 4,743 ", 5 ," 14,438 "," 9,690 "," 4,743 ", 5 ," 14,438 "," 28,876 "," 29,868 ", -   ,0,0,,
4102,PMD,Pembroke Dock,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 15,874 "," 6,260 ", 482 ," 22,616 "," 15,874 "," 6,260 ", 482 ," 22,616 "," 45,232 "," 47,686 ", -   ,0,0,,
4129,PNA,Penally,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 1,474 ", 744 , 35 ," 2,253 "," 1,474 ", 744 , 35 ," 2,253 "," 4,506 "," 5,136 ", -   ,0,0,,
3863,PEN,Penarth,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,," 164,605 "," 22,771 "," 112,448 "," 299,824 "," 164,605 "," 22,771 "," 112,448 "," 299,824 "," 599,648 "," 611,822 ", -   ,0,0,,
3851,PCD,Pencoed,Wales - Cymru,Bridgend - Pen-Y-Bont Ar Ogwr,Bridgend - Pen-Y-Bont Ar Ogwr,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 57,686 "," 28,534 "," 62,111 "," 148,331 "," 57,686 "," 28,534 "," 62,111 "," 148,331 "," 296,662 "," 225,396 ", -   ,1,0,Increase on the Swanline,
4021,PGM,Pengam,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 120,414 "," 7,245 "," 102,826 "," 230,485 "," 120,414 "," 7,245 "," 102,826 "," 230,485 "," 460,970 "," 448,000 ", -   ,0,0,,
5072,PNE,Penge East,London,Greater London,Bromley,UKI2,Outer London,Southeastern,PENGE BR,,London Travelcard Area Station," 149,891 "," 224,577 "," 375,239 "," 749,707 "," 149,891 "," 224,577 "," 375,239 "," 749,707 "," 1,499,414 "," 1,337,416 "," 1,140 ",1,0,Reason for large increase is unclear,
5378,PNW,Penge West,London,Greater London,Bromley,UKI2,Outer London,London Overground,PENGE BR,,London Travelcard Area Station," 63,524 "," 105,383 "," 92,260 "," 261,167 "," 63,524 "," 105,383 "," 92,260 "," 261,167 "," 522,334 "," 506,666 ", -   ,0,0,,
4335,PHG,Penhelig,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 3,330 "," 1,039 ", 220 ," 4,589 "," 3,330 "," 1,039 ", 220 ," 4,589 "," 9,178 "," 9,228 ", -   ,0,0,,
6634,PNS,Penistone,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 24,781 "," 27,930 "," 19,182 "," 71,893 "," 24,781 "," 27,930 "," 19,182 "," 71,893 "," 143,786 "," 142,014 ", -   ,0,0,,
1195,PKG,Penkridge,West Midlands,Staffordshire,South Staffordshire,UKG2,Shropshire and Staffordshire,London Midland Trains,,,," 45,261 "," 18,493 "," 37,310 "," 101,064 "," 45,261 "," 18,493 "," 37,310 "," 101,064 "," 202,128 "," 191,984 ", -   ,0,0,,
2494,PMW,Penmaenmawr,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 3,160 "," 2,226 "," 2,246 "," 7,632 "," 3,160 "," 2,226 "," 2,246 "," 7,632 "," 15,264 "," 13,834 ", -   ,1,0,Reason for increase unclear,
3499,PNM,Penmere,South West,Cornwall And Isles Of Scilly,Carrick,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 10,108 "," 56,246 "," 31,065 "," 97,419 "," 10,108 "," 56,246 "," 31,065 "," 97,419 "," 194,838 "," 184,748 ", -   ,0,0,,
3992,PER,Penrhiwceiber,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 20,426 "," 1,797 "," 2,497 "," 24,720 "," 20,426 "," 1,797 "," 2,497 "," 24,720 "," 49,440 "," 51,632 ", -   ,0,0,,
4473,PRH,Penrhyndeudraeth,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 5,004 ", 933 ," 14,390 "," 20,327 "," 5,004 ", 933 ," 14,390 "," 20,327 "," 40,654 "," 49,240 ", -   ,1,0,Line closures due to winter storm damage,http://www.dailypost.co.uk/news/north-wales-news/cambrian-coast-railway-gwynedd-closed-6528359
2102,PNR,Penrith,North West,Cumbria,Eden,UKD1,Cumbria,Virgin Trains (West Coast),,,," 34,259 "," 162,587 "," 23,133 "," 219,979 "," 34,259 "," 162,587 "," 23,133 "," 219,979 "," 439,958 "," 429,500 "," 34,819 ",0,0,,
3525,PYN,Penryn,South West,Cornwall And Isles Of Scilly,Carrick,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 12,173 "," 78,763 "," 33,795 "," 124,731 "," 12,173 "," 78,763 "," 33,795 "," 124,731 "," 249,462 "," 230,112 ", -   ,0,0,,
4463,PES,Pensarn,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 570 , 291 , 44 , 905 , 570 , 291 , 44 , 905 ," 1,810 "," 2,362 ", -   ,0,0,,
5477,PHR,Penshurst,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,,,," 3,650 "," 6,303 "," 10,730 "," 20,683 "," 3,650 "," 6,303 "," 10,730 "," 20,683 "," 41,366 "," 45,578 ", -   ,0,0,,
3944,PTB,Pentre-Bach,Wales - Cymru,Merthyr Tydfil - Merthyr Tudful,Merthyr Tydfil - Merthyr Tudful,UKL2,East Wales,Arriva Trains Wales,,,," 8,820 "," 1,179 "," 4,168 "," 14,167 "," 8,820 "," 1,179 "," 4,168 "," 14,167 "," 28,334 "," 21,756 ", -   ,1,0,"Installation of TVMs in Cardiff Valleys has improved accuracy of ticket sales origin data, significantly increasing demand allocated to some stations",
4254,PNY,Pen-Y-Bont,Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,, 368 , 406 , -   , 774 , 368 , 406 , -   , 774 ," 1,548 "," 1,444 ", -   ,0,0,,
2433,PNF,Penyffordd,Wales - Cymru,Flintshire - Sir Y Fflint,Flintshire - Sir Y Fflint,UKL2,East Wales,Arriva Trains Wales,,,," 9,170 ", 698 ," 1,210 "," 11,078 "," 9,170 ", 698 ," 1,210 "," 11,078 "," 22,156 "," 21,212 ", -   ,0,0,,
